		aest01_1	aest06_1	aest07_1	aest10_1	aest15_1	aest18_1	aest24_1	aest25_1	aest26_1	aest28_1	aest29_1	aest31_1	aest35_1	aest36_1
KON15	KON	242	224	261	290	312	144	298	128	145	353	216	308	148	326
KON150	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON151	KON	236	218	261	290	312	144	301	128	145	353	216	308	148	326
KON152	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON153	KON	236	218	261	290	312	144	301	122	145	353	216	308	148	326
KON154	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON155	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON156	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON157	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON158	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON159	KON	236	218	261	290	312	144	301	128	145	353	211	308	148	326
KON16	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON160	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON161	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON162	KON	236	218	261	290	312	144	301	122	145	353	216	308	148	326
KON163	KON	0	218	261	290	312	144	301	128	145	353	211	308	148	326
KON164	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON165	KON	0	218	261	280	312	144	301	128	145	353	216	308	148	326
KON166	KON	236	218	261	290	312	144	301	128	178	353	216	308	148	326
KON167	KON	236	218	261	290	312	144	301	128	145	353	216	308	148	326
KON168	KON	236	218	261	280	312	144	301	128	145	353	216	308	148	326
KON169	KON	236	218	261	280	312	144	301	128	145	353	216	308	148	326
KON17	KON	236	218	261	290	312	144	301	128	145	353	216	308	148	326
KON170	KON	0	218	261	280	312	140	298	128	178	353	216	300	148	322
KON171	KON	236	218	261	290	312	144	301	128	145	353	211	308	148	326
KON172	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON173	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON174	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON176	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON177	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON178	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON179	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON18	KON	236	224	261	290	312	144	298	128	145	353	216	308	152	326
KON180	KON	236	218	261	280	312	144	301	128	145	353	216	308	148	326
KON181	KON	254	218	261	280	312	140	298	128	178	353	216	300	148	322
KON182	KON	242	218	261	290	312	140	298	128	145	353	216	308	148	322
KON183	KON	248	218	261	280	312	144	298	128	145	353	216	308	148	326
KON184	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON185	KON	248	218	261	280	312	144	298	128	145	353	216	308	148	326
KON186	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON187	KON	0	218	261	290	312	144	298	128	145	353	216	0	152	326
KON188	KON	248	218	261	290	312	144	298	128	145	353	216	308	152	326
KON19	KON	242	224	261	290	312	144	298	128	145	353	216	308	152	326
KON191	KON	0	218	261	290	312	144	298	128	145	353	216	0	152	326
KON192	KON	0	218	261	280	312	144	298	128	145	353	216	0	148	326
KON193	KON	242	218	261	290	312	144	298	128	178	353	216	308	148	322
KON194	KON	236	218	261	290	312	144	301	128	142	353	216	0	148	326
KON195	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON196	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON197	KON	236	218	261	290	312	144	301	128	145	353	216	308	148	326
KON198	KON	236	218	261	290	312	144	301	128	145	353	216	308	148	326
KON199	KON	242	218	261	290	312	144	298	128	145	353	216	308	148	322
KON2	KON	233	218	261	290	312	144	322	128	142	353	216	0	148	326
KON20	KON	236	224	261	290	312	144	301	128	145	353	216	308	148	326
KON200	KON	236	218	261	290	312	140	298	128	145	359	216	308	152	322
KON201	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON203	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON204	KON	236	218	261	290	312	144	301	128	145	353	216	308	148	326
KON205	KON	236	218	261	290	312	144	301	122	145	353	216	308	148	326
KON206	KON	248	218	261	280	312	144	298	128	145	353	216	308	148	326
KON207	KON	248	218	261	290	312	144	298	128	145	353	216	308	152	326
KON208	KON	236	218	261	290	312	144	301	128	145	353	216	308	148	326
KON209	KON	236	218	261	290	312	144	301	128	145	353	216	308	148	326
KON21	KON	236	218	261	280	312	144	301	128	145	353	216	308	148	326
KON210	KON	248	218	261	280	312	144	298	128	145	353	216	308	148	326
KON211	KON	236	218	261	290	312	144	301	122	145	353	216	308	148	326
KON212	KON	236	218	261	290	312	144	301	122	145	353	216	308	148	326
KON213	KON	236	218	261	290	312	144	301	128	145	353	216	308	148	326
KON214	KON	236	218	261	290	312	144	301	128	145	353	216	308	148	326
KON215	KON	0	218	261	290	312	144	301	128	142	353	216	308	148	326
KON217	KON	236	218	261	290	312	144	301	122	145	353	216	308	148	326
KON218	KON	248	218	261	280	312	144	298	128	145	353	216	308	148	326
KON219	KON	248	218	261	280	312	144	298	128	145	353	216	308	148	326
KON22	KON	0	218	261	290	312	144	301	128	142	353	216	0	148	326
KON220	KON	236	218	261	290	312	144	301	128	145	353	216	308	148	326
KON221	KON	248	218	261	280	312	144	298	128	145	353	216	308	148	326
KON222	KON	236	218	261	290	312	144	301	128	145	353	216	308	148	326
KON223	KON	248	218	261	290	312	144	298	128	145	353	216	308	152	326
KON224	KON	248	218	261	290	312	144	298	128	145	353	216	308	152	326
KON225	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON226	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON227	KON	248	218	261	280	312	144	298	128	145	353	216	308	148	326
KON228	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON229	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON23	KON	0	218	261	290	312	144	298	128	145	353	216	0	152	326
KON230	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON231	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON232	KON	248	218	261	280	312	144	298	128	145	353	216	308	148	326
KON233	KON	236	218	261	280	312	144	301	128	145	353	216	308	148	326
KON234	KON	248	218	261	280	312	144	298	128	145	353	216	308	148	326
KON235	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON236	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON237	KON	248	218	261	280	312	144	298	128	145	353	216	308	148	326
KON238	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON239	KON	248	218	261	280	312	144	298	128	145	353	216	308	148	326
KON24	KON	248	218	261	290	312	144	298	128	145	353	216	308	152	326
KON240	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON241	KON	242	224	261	290	312	144	298	128	145	353	216	308	148	322
KON242	KON	248	218	261	280	312	144	298	128	145	353	216	308	148	326
KON243	KON	248	218	261	280	312	144	298	128	145	353	216	308	148	326
KON244	KON	248	218	261	280	312	144	298	128	145	353	216	308	148	326
KON245	KON	248	218	261	280	312	144	298	128	145	353	216	308	148	326
KON246	KON	236	218	261	290	312	144	301	128	145	353	216	308	148	326
KON247	KON	248	218	261	290	312	144	298	128	145	353	216	308	152	326
KON248	KON	248	218	261	290	312	144	298	128	145	353	216	308	152	326
KON249	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON250	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON251	KON	0	218	261	290	312	144	298	128	145	353	216	0	152	326
KON252	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON253	KON	248	218	261	290	312	144	298	128	145	353	216	308	152	326
KON254	KON	248	218	261	290	312	144	298	128	145	353	216	308	152	326
KON255	KON	248	218	261	290	312	144	298	128	145	353	216	308	152	326
KON256	KON	248	218	261	290	312	144	298	128	145	353	216	308	152	326
KON257	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON259	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON260	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON261	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON262	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON263	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON264	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON265	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON267	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON268	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON269	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON27	KON	0	218	261	290	312	144	298	128	145	353	216	308	152	326
KON270	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON271	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON272	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON273	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON274	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON275	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON276	KON	236	218	256	290	312	144	295	128	145	359	216	318	148	326
KON28	KON	0	218	261	290	312	144	301	128	142	353	216	0	148	326
KON29	KON	0	224	261	280	312	144	298	128	178	353	216	0	152	322
KON3	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON31	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON32	KON	0	218	261	290	312	144	301	128	142	353	216	308	148	326
KON34	KON	0	218	261	290	312	144	298	128	145	353	216	0	152	326
KON35	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON37	KON	0	218	261	290	312	144	301	128	142	353	216	308	148	326
KON4	KON	236	218	261	280	312	144	301	128	142	353	216	308	148	326
KON40	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON41	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON42	KON	0	218	261	290	312	144	301	128	142	353	216	308	148	326
KON43	KON	0	218	261	290	312	144	301	128	142	353	216	0	148	326
KON44	KON	0	218	261	290	312	144	301	128	142	353	216	0	148	326
KON45	KON	0	224	261	290	312	144	298	128	145	353	216	0	152	0
KON46	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON48	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON5	KON	236	218	261	290	312	144	301	128	142	0	216	0	148	326
KON50	KON	0	224	261	290	312	144	301	128	145	353	216	0	148	326
KON52	KON	0	218	261	290	312	144	301	128	142	353	216	0	148	326
KON53	KON	0	218	261	290	312	144	301	128	142	353	216	308	148	326
KON57	KON	248	218	261	290	312	144	298	128	145	353	216	308	152	326
KON59	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON6	KON	0	218	261	290	312	144	301	128	142	353	216	308	148	326
KON60	KON	248	218	261	290	312	144	298	128	145	353	216	308	152	326
KON61	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON62	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON64	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON66	KON	0	218	261	290	0	144	0	128	142	353	216	0	148	326
KON67	KON	0	218	261	290	312	144	301	128	142	353	216	308	148	326
KON68	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON69	KON	0	218	261	290	312	144	301	128	142	353	216	0	148	326
KON7	KON	236	212	256	290	302	144	301	128	172	0	0	308	144	314
KON72	KON	236	218	261	290	312	144	301	128	145	353	211	308	148	326
KON73	KON	0	218	261	280	312	144	301	128	145	353	216	0	148	326
KON74	KON	0	218	261	290	312	144	301	128	145	353	211	308	148	326
KON75	KON	242	218	261	290	312	144	298	128	178	353	216	308	148	322
KON76	KON	0	218	261	290	312	144	301	128	142	353	216	308	148	326
KON78	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON8	KON	236	224	261	290	312	144	301	128	145	353	216	308	148	326
KON80	KON	0	218	261	290	312	144	0	128	142	353	216	0	148	326
KON81	KON	0	218	261	290	312	144	301	128	142	353	216	0	148	326
KON83	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON84	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON85	KON	0	218	261	290	312	144	301	128	142	353	216	308	148	326
KON86	KON	0	218	261	290	312	144	301	128	142	353	216	0	148	326
KON87	KON	0	218	261	290	312	144	301	128	142	353	216	0	148	326
KON9	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON91	KON	0	218	261	290	312	144	301	122	145	353	216	0	148	326
KON93	KON	236	218	261	290	312	144	301	128	145	353	216	308	148	326
KON94	KON	0	218	261	290	312	144	301	128	142	353	216	0	148	326
KON96	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON97	KON	236	218	261	290	312	144	301	128	142	353	216	308	148	326
KON98	KON	236	218	261	290	312	144	298	128	145	353	216	308	148	326
NEUCH1	NEU	302	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH10	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH11	NEU	248	218	261	280	312	144	298	128	178	353	204	318	148	326
NEUCH12	NEU	236	218	261	280	312	140	298	122	178	353	211	318	148	326
NEUCH13	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH14	NEU	0	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH16	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH17	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH19	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH2	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH20	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH21	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH22	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH23	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH24	NEU	236	218	261	280	312	140	298	122	178	353	211	318	148	326
NEUCH25	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH26	NEU	242	218	256	290	312	140	295	128	145	356	211	318	148	326
NEUCH28	NEU	236	218	261	280	312	140	298	122	178	353	211	318	148	326
NEUCH29	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH3	NEU	247	218	261	280	312	144	298	0	178	0	211	0	148	322
NEUCH30	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH31	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH37	NEU	0	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH39	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH4	NEU	248	218	261	280	312	140	298	128	178	353	211	318	148	326
NEUCH40	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH41	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH42	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH44	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH45	NEU	236	218	261	280	312	140	298	122	178	353	211	318	148	326
NEUCH47	NEU	248	218	261	290	312	144	298	128	178	353	216	318	148	326
NEUCH49	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH5	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH50	NEU	236	218	261	280	312	140	298	122	178	353	211	318	148	326
NEUCH6	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH7	NEU	0	218	261	0	312	144	298	128	178	353	211	318	148	326
NEUCH8	NEU	248	218	261	280	312	144	298	128	178	353	211	318	148	326
NEUCH9	NEU	236	218	261	280	312	140	298	122	178	0	211	318	148	326
RIETH1	RIE	236	218	261	290	312	144	298	128	178	356	216	318	148	326
RIETH10	RIE	242	218	261	290	312	144	292	128	178	356	211	313	148	326
RIETH11	RIE	242	224	261	280	312	160	295	128	178	383	211	308	148	326
RIETH12	RIE	242	218	261	290	312	164	292	128	157	356	211	313	148	326
RIETH13	RIE	236	224	261	290	312	140	298	128	145	389	211	313	148	326
RIETH14	RIE	236	218	261	295	312	140	292	122	145	356	211	313	148	326
RIETH15	RIE	242	236	261	295	312	140	298	128	145	356	211	308	148	326
RIETH16	RIE	248	224	261	280	312	160	295	128	178	383	211	308	148	326
RIETH17	RIE	236	218	261	290	312	144	292	122	178	389	211	313	148	326
RIETH18	RIE	236	224	261	295	312	140	292	122	145	392	211	313	148	326
RIETH19	RIE	242	236	256	280	312	160	298	128	178	356	211	313	148	326
RIETH2	RIE	242	218	261	295	312	144	298	122	145	359	211	318	148	326
RIETH20	RIE	242	218	261	290	312	144	292	128	178	356	211	313	148	326
RIETH21	RIE	242	236	256	280	312	160	298	128	178	356	211	313	148	326
RIETH22	RIE	242	218	261	290	312	164	292	128	157	356	211	313	148	326
RIETH23	RIE	236	218	261	290	312	144	292	122	178	389	211	313	148	326
RIETH24	RIE	242	218	261	290	312	140	292	122	145	392	211	313	148	326
RIETH25	RIE	248	218	261	290	312	164	292	128	157	356	211	313	148	326
RIETH26	RIE	236	218	261	280	312	160	292	122	178	359	211	308	148	326
RIETH27	RIE	236	218	261	290	312	140	292	122	178	392	211	313	148	326
RIETH28	RIE	242	218	261	295	312	144	292	122	163	359	211	313	148	326
RIETH29	RIE	236	218	261	290	312	140	292	122	145	392	216	313	148	326
RIETH3	RIE	242	236	261	280	312	144	298	122	142	389	211	313	148	326
RIETH30	RIE	242	218	261	290	312	160	313	128	178	392	211	308	148	322
RIETH31	RIE	242	218	261	290	312	140	292	122	145	392	211	313	148	326
RIETH32	RIE	248	218	261	290	312	164	292	128	157	356	211	313	148	326
RIETH33	RIE	248	218	261	290	312	164	292	128	157	356	211	313	148	326
RIETH34	RIE	242	218	261	290	312	144	292	128	178	356	211	313	148	326
RIETH35	RIE	248	224	261	280	312	160	295	128	178	383	211	308	148	326
RIETH36	RIE	236	218	261	290	312	140	292	128	145	356	211	313	148	326
RIETH37	RIE	242	218	261	290	312	164	292	128	157	356	211	313	148	326
RIETH38	RIE	236	224	261	295	312	140	292	122	142	392	211	313	148	326
RIETH39	RIE	242	236	256	290	312	160	292	128	145	356	211	308	148	322
RIETH4	RIE	242	218	261	280	312	160	298	128	178	356	216	313	148	326
RIETH40	RIE	236	224	261	280	312	164	298	128	145	353	216	308	148	326
RIETH41	RIE	242	218	261	290	312	140	292	122	145	353	211	313	148	326
RIETH42	RIE	248	218	261	290	312	164	292	128	157	356	211	313	148	326
RIETH43	RIE	242	218	261	290	312	140	292	122	145	392	211	313	148	326
RIETH44	RIE	248	218	261	290	312	164	292	128	157	356	211	313	144	326
RIETH45	RIE	236	218	261	290	312	140	292	122	145	392	211	313	148	326
RIETH46	RIE	0	218	261	280	312	160	298	128	178	356	216	313	144	326
RIETH47	RIE	236	218	261	290	312	140	292	122	145	392	211	313	148	326
RIETH48	RIE	242	218	256	290	312	164	298	122	157	392	211	313	148	326
RIETH49	RIE	0	218	256	280	312	144	298	128	145	353	216	308	148	322
RIETH5	RIE	242	218	261	290	312	144	292	128	178	356	211	313	148	326
RIETH50	RIE	242	236	261	280	312	144	298	122	142	389	211	313	148	326
RIETH51	RIE	236	218	261	290	312	140	292	122	142	392	211	318	148	326
RIETH52	RIE	242	218	261	290	312	140	292	122	145	392	211	313	148	326
RIETH53	RIE	248	218	261	295	312	144	298	128	175	359	211	300	148	326
RIETH54	RIE	236	224	261	280	312	160	295	128	178	383	211	308	148	326
RIETH55	RIE	248	224	261	280	312	160	295	128	178	383	211	308	148	326
RIETH56	RIE	248	224	261	280	312	160	295	128	178	383	211	308	148	326
RIETH57	RIE	236	218	261	290	312	140	292	122	145	392	216	313	148	326
RIETH58	RIE	242	218	261	280	312	160	298	128	178	356	216	313	148	326
RIETH59	RIE	236	218	256	295	312	140	292	122	142	353	211	313	148	326
RIETH6	RIE	242	218	261	280	312	144	298	122	145	356	216	313	148	326
RIETH60	RIE	236	224	261	295	312	140	292	122	142	392	211	313	148	326
RIETH61	RIE	236	218	261	290	312	144	292	122	178	389	211	313	148	326
RIETH62	RIE	242	224	256	290	312	144	295	128	145	353	211	313	148	326
RIETH63	RIE	236	218	261	290	312	144	292	128	157	356	211	0	148	326
RIETH64	RIE	236	218	261	290	312	140	292	122	178	389	211	318	148	326
RIETH65	RIE	248	218	256	295	312	144	298	128	178	359	211	313	148	326
RIETH66	RIE	0	218	261	290	312	144	292	128	178	356	211	0	148	326
RIETH67	RIE	242	218	261	295	312	144	292	122	163	356	211	313	148	326
RIETH7	RIE	242	236	261	295	312	140	298	128	145	356	211	308	148	326
RIETH8	RIE	242	218	261	295	312	160	298	122	142	392	211	313	148	326
RIETH9	RIE	242	218	261	0	312	144	292	128	178	356	211	313	148	326
SCHLIDR1	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR10	SCD	236	218	256	290	312	160	298	122	145	359	211	308	148	326
SCHLIDR100	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR101	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR102	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR103	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR104	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR105	SCD	236	224	261	295	312	160	298	128	178	353	211	308	148	322
SCHLIDR106	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR107	SCD	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIDR108	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR109	SCD	254	218	256	290	312	160	298	122	178	353	216	313	148	322
SCHLIDR11	SCD	242	218	256	290	312	160	298	122	145	359	211	308	148	326
SCHLIDR110	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR111	SCD	254	218	256	290	312	160	298	122	178	353	216	313	148	322
SCHLIDR112	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR113	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR114	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR115	SCD	254	218	256	290	312	160	298	122	178	353	216	313	148	322
SCHLIDR116	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR117	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR118	SCD	254	218	256	290	312	160	298	122	178	353	216	313	148	322
SCHLIDR119	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR12	SCD	254	218	256	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR120	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR121	SCD	254	218	261	290	312	160	298	122	178	353	211	313	152	326
SCHLIDR122	SCD	254	218	261	290	312	160	298	122	178	353	211	313	152	326
SCHLIDR123	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR124	SCD	254	218	261	290	312	160	298	122	178	353	211	313	152	326
SCHLIDR125	SCD	254	218	261	290	312	160	298	122	178	353	211	313	152	326
SCHLIDR13	SCD	254	218	261	290	312	144	298	122	157	353	211	313	144	322
SCHLIDR14	SCD	254	218	261	295	312	144	298	122	157	389	216	308	148	322
SCHLIDR15	SCD	254	218	261	290	312	160	298	122	178	353	211	313	152	322
SCHLIDR16	SCD	242	218	256	290	312	160	298	122	145	389	211	308	148	326
SCHLIDR17	SCD	242	218	261	290	312	144	298	122	157	359	211	318	144	322
SCHLIDR18	SCD	254	218	261	290	312	160	298	122	178	353	211	313	152	322
SCHLIDR19	SCD	242	218	256	290	312	160	298	122	157	359	211	308	148	322
SCHLIDR2	SCD	254	218	261	295	312	144	298	122	157	356	211	318	148	322
SCHLIDR20	SCD	254	218	256	290	312	160	298	122	145	389	211	308	148	326
SCHLIDR21	SCD	254	218	261	295	312	144	298	122	157	353	211	318	148	322
SCHLIDR22	SCD	0	218	256	290	312	160	298	122	178	359	216	313	148	322
SCHLIDR23	SCD	242	218	256	290	312	160	298	122	178	389	211	308	148	326
SCHLIDR24	SCD	254	218	261	295	312	144	298	122	157	389	211	308	144	322
SCHLIDR25	SCD	242	218	256	295	312	160	298	122	142	389	211	308	144	326
SCHLIDR26	SCD	242	218	256	290	312	160	298	122	178	353	216	308	148	322
SCHLIDR27	SCD	254	218	256	290	312	160	298	122	178	353	211	313	144	326
SCHLIDR28	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR29	SCD	0	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR3	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	314
SCHLIDR30	SCD	254	218	256	290	312	160	298	122	178	353	211	308	148	322
SCHLIDR31	SCD	0	218	256	290	312	144	295	122	142	389	216	308	148	322
SCHLIDR32	SCD	0	218	256	290	312	160	298	122	145	359	211	308	148	322
SCHLIDR33	SCD	236	218	261	295	312	144	298	122	157	389	211	313	148	322
SCHLIDR34	SCD	254	218	261	290	312	160	298	122	142	353	216	308	148	326
SCHLIDR35	SCD	242	218	256	290	312	160	298	122	142	359	211	308	148	326
SCHLIDR36	SCD	0	218	256	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR37	SCD	254	218	261	290	312	160	298	122	178	353	211	313	148	326
SCHLIDR38	SCD	236	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR39	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR4	SCD	0	218	261	295	312	144	298	122	157	389	211	0	148	322
SCHLIDR40	SCD	242	218	256	290	312	160	298	122	145	389	211	308	148	326
SCHLIDR41	SCD	242	218	256	290	312	160	298	122	145	389	211	308	148	326
SCHLIDR42	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR43	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR44	SCD	254	218	261	295	312	144	298	122	157	0	211	318	148	322
SCHLIDR45	SCD	254	218	261	295	312	144	298	122	157	389	211	318	148	322
SCHLIDR46	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR47	SCD	0	218	261	0	312	160	0	122	178	353	211	0	152	326
SCHLIDR48	SCD	0	218	261	290	312	160	298	122	178	353	211	313	152	326
SCHLIDR49	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR5	SCD	254	218	261	295	312	144	0	122	157	389	0	318	148	322
SCHLIDR50	SCD	254	218	256	295	312	144	298	122	145	386	211	308	148	322
SCHLIDR51	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR52	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR53	SCD	236	218	261	295	312	144	298	122	157	389	211	318	148	322
SCHLIDR54	SCD	254	218	261	295	312	144	298	122	157	0	211	0	148	322
SCHLIDR55	SCD	0	218	261	295	312	144	298	122	157	389	211	0	148	322
SCHLIDR56	SCD	0	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR58	SCD	236	218	261	0	312	144	298	122	157	0	211	0	148	314
SCHLIDR59	SCD	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIDR6	SCD	254	218	256	295	312	144	298	122	157	359	211	313	148	322
SCHLIDR60	SCD	254	218	256	0	312	160	298	122	178	0	216	0	148	322
